subject,name,fold
training01_01,mri1_coronal_97_mask1,1
training01_01,mri1_coronal_97_mask2,1
training01_01,mri1_coronal_98_mask1,1
training01_01,mri1_coronal_98_mask2,1
training01_01,mri1_coronal_99_mask1,1
training01_01,mri1_coronal_99_mask2,1
training01_01,mri1_coronal_100_mask1,1
training01_01,mri1_coronal_100_mask2,1
training01_01,mri1_coronal_101_mask2,1
training01_01,mri1_coronal_102_mask2,1
training01_01,mri1_coronal_103_mask2,1
training01_01,mri1_coronal_104_mask2,1
training01_01,mri1_coronal_105_mask2,1
training01_01,mri1_coronal_106_mask2,1
training01_01,mri1_coronal_107_mask2,1
training01_01,mri1_coronal_108_mask2,1
training01_01,mri1_coronal_120_mask1,1
training01_01,mri1_coronal_121_mask1,1
training01_01,mri1_coronal_121_mask2,1
training01_01,mri1_coronal_122_mask1,1
training01_01,mri1_coronal_122_mask2,1
training01_01,mri1_coronal_123_mask1,1
training01_01,mri1_coronal_123_mask2,1
training01_01,mri1_coronal_124_mask1,1
training01_01,mri1_coronal_124_mask2,1
training01_01,mri1_coronal_125_mask1,1
training01_01,mri1_coronal_125_mask2,1
training01_01,mri1_coronal_126_mask1,1
training01_01,mri1_coronal_126_mask2,1
training01_01,mri1_coronal_127_mask1,1
training01_01,mri1_coronal_127_mask2,1
training01_01,mri1_coronal_128_mask1,1
training01_01,mri1_coronal_128_mask2,1
training01_01,mri1_coronal_129_mask1,1
training01_01,mri1_coronal_129_mask2,1
training01_01,mri1_coronal_130_mask1,1
training01_01,mri1_coronal_130_mask2,1
training01_01,mri1_coronal_131_mask1,1
training01_01,mri1_coronal_131_mask2,1
training01_01,mri1_coronal_132_mask1,1
training01_01,mri1_coronal_132_mask2,1
training01_01,mri1_coronal_133_mask1,1
training01_01,mri1_coronal_133_mask2,1
training01_01,mri1_coronal_134_mask1,1
training01_01,mri1_coronal_134_mask2,1
training01_01,mri1_coronal_135_mask1,1
training01_01,mri1_coronal_135_mask2,1
training01_01,mri1_coronal_136_mask1,1
training01_01,mri1_coronal_136_mask2,1
training01_01,mri1_coronal_137_mask1,1
training01_01,mri1_coronal_137_mask2,1
training01_01,mri1_coronal_138_mask1,1
training01_01,mri1_coronal_138_mask2,1
training01_01,mri1_coronal_139_mask1,1
training01_01,mri1_coronal_139_mask2,1
training01_01,mri1_coronal_140_mask1,1
training01_01,mri1_coronal_140_mask2,1
training01_01,mri1_coronal_141_mask1,1
training01_01,mri1_coronal_141_mask2,1
training01_01,mri1_coronal_142_mask1,1
training01_01,mri1_coronal_142_mask2,1
training01_01,mri1_coronal_143_mask1,1
training01_01,mri1_coronal_143_mask2,1
training01_01,mri1_coronal_144_mask1,1
training01_01,mri1_coronal_144_mask2,1
training01_01,mri1_coronal_145_mask1,1
training01_01,mri1_coronal_145_mask2,1
training01_01,mri1_coronal_146_mask1,1
training01_01,mri1_coronal_146_mask2,1
training01_01,mri1_coronal_147_mask1,1
training01_01,mri1_coronal_147_mask2,1
training01_01,mri1_coronal_148_mask1,1
training01_01,mri1_coronal_148_mask2,1
training01_01,mri1_coronal_149_mask1,1
training01_01,mri1_coronal_149_mask2,1
training01_01,mri1_coronal_150_mask1,1
training01_01,mri1_coronal_150_mask2,1
training01_01,mri1_coronal_151_mask1,1
training01_01,mri1_coronal_151_mask2,1
training01_01,mri1_coronal_152_mask1,1
training01_01,mri1_coronal_152_mask2,1
training01_01,mri1_coronal_153_mask1,1
training01_01,mri1_coronal_153_mask2,1
training01_01,mri1_coronal_154_mask1,1
training01_01,mri1_coronal_154_mask2,1
training01_01,mri1_sagittal_43_mask2,1
training01_01,mri1_sagittal_44_mask2,1
training01_01,mri1_sagittal_45_mask2,1
training01_01,mri1_sagittal_56_mask2,1
training01_01,mri1_sagittal_57_mask1,1
training01_01,mri1_sagittal_57_mask2,1
training01_01,mri1_sagittal_58_mask1,1
training01_01,mri1_sagittal_58_mask2,1
training01_01,mri1_sagittal_59_mask1,1
training01_01,mri1_sagittal_59_mask2,1
training01_01,mri1_sagittal_61_mask1,1
training01_01,mri1_sagittal_61_mask2,1
training01_01,mri1_sagittal_62_mask1,1
training01_01,mri1_sagittal_62_mask2,1
training01_01,mri1_sagittal_63_mask1,1
training01_01,mri1_sagittal_63_mask2,1
training01_01,mri1_sagittal_64_mask1,1
training01_01,mri1_sagittal_64_mask2,1
training01_01,mri1_sagittal_65_mask1,1
training01_01,mri1_sagittal_65_mask2,1
training01_01,mri1_sagittal_66_mask1,1
training01_01,mri1_sagittal_66_mask2,1
training01_01,mri1_sagittal_67_mask1,1
training01_01,mri1_sagittal_67_mask2,1
training01_01,mri1_sagittal_68_mask1,1
training01_01,mri1_sagittal_68_mask2,1
training01_01,mri1_sagittal_69_mask1,1
training01_01,mri1_sagittal_69_mask2,1
training01_01,mri1_sagittal_70_mask1,1
training01_01,mri1_sagittal_70_mask2,1
training01_01,mri1_sagittal_71_mask1,1
training01_01,mri1_sagittal_71_mask2,1
training01_01,mri1_sagittal_72_mask1,1
training01_01,mri1_sagittal_72_mask2,1
training01_01,mri1_sagittal_73_mask1,1
training01_01,mri1_sagittal_73_mask2,1
training01_01,mri1_sagittal_74_mask1,1
training01_01,mri1_sagittal_74_mask2,1
training01_01,mri1_sagittal_75_mask1,1
training01_01,mri1_sagittal_75_mask2,1
training01_01,mri1_sagittal_76_mask1,1
training01_01,mri1_sagittal_76_mask2,1
training01_01,mri1_sagittal_77_mask1,1
training01_01,mri1_sagittal_77_mask2,1
training01_01,mri1_sagittal_78_mask1,1
training01_01,mri1_sagittal_78_mask2,1
training01_01,mri1_sagittal_79_mask1,1
training01_01,mri1_sagittal_79_mask2,1
training01_01,mri1_sagittal_80_mask1,1
training01_01,mri1_sagittal_80_mask2,1
training01_01,mri1_sagittal_81_mask1,1
training01_01,mri1_sagittal_81_mask2,1
training01_01,mri1_sagittal_82_mask1,1
training01_01,mri1_sagittal_82_mask2,1
training01_01,mri1_sagittal_83_mask1,1
training01_01,mri1_sagittal_83_mask2,1
training01_01,mri1_sagittal_84_mask1,1
training01_01,mri1_sagittal_84_mask2,1
training01_01,mri1_sagittal_85_mask1,1
training01_01,mri1_sagittal_85_mask2,1
training01_01,mri1_sagittal_86_mask1,1
training01_01,mri1_sagittal_86_mask2,1
training01_01,mri1_sagittal_87_mask1,1
training01_01,mri1_sagittal_87_mask2,1
training01_01,mri1_sagittal_88_mask1,1
training01_01,mri1_sagittal_88_mask2,1
training01_01,mri1_sagittal_89_mask1,1
training01_01,mri1_sagittal_89_mask2,1
training01_01,mri1_sagittal_90_mask1,1
training01_01,mri1_sagittal_90_mask2,1
training01_01,mri1_sagittal_91_mask2,1
training01_01,mri1_sagittal_92_mask1,1
training01_01,mri1_sagittal_92_mask2,1
training01_01,mri1_sagittal_93_mask1,1
training01_01,mri1_sagittal_93_mask2,1
training01_01,mri1_sagittal_94_mask1,1
training01_01,mri1_sagittal_94_mask2,1
training01_01,mri1_sagittal_95_mask1,1
training01_01,mri1_sagittal_95_mask2,1
training01_01,mri1_sagittal_96_mask1,1
training01_01,mri1_sagittal_96_mask2,1
training01_01,mri1_sagittal_97_mask1,1
training01_01,mri1_sagittal_97_mask2,1
training01_01,mri1_sagittal_98_mask1,1
training01_01,mri1_sagittal_98_mask2,1
training01_01,mri1_sagittal_99_mask1,1
training01_01,mri1_sagittal_99_mask2,1
training01_01,mri1_sagittal_100_mask1,1
training01_01,mri1_sagittal_100_mask2,1
training01_01,mri1_sagittal_101_mask1,1
training01_01,mri1_sagittal_101_mask2,1
training01_01,mri1_sagittal_102_mask1,1
training01_01,mri1_sagittal_102_mask2,1
training01_01,mri1_sagittal_103_mask1,1
training01_01,mri1_sagittal_103_mask2,1
training01_01,mri1_sagittal_104_mask1,1
training01_01,mri1_sagittal_104_mask2,1
training01_01,mri1_sagittal_105_mask1,1
training01_01,mri1_sagittal_105_mask2,1
training01_01,mri1_sagittal_106_mask1,1
training01_01,mri1_sagittal_106_mask2,1
training01_01,mri1_sagittal_107_mask1,1
training01_01,mri1_sagittal_107_mask2,1
training01_01,mri1_sagittal_108_mask1,1
training01_01,mri1_sagittal_108_mask2,1
training01_01,mri1_sagittal_109_mask1,1
training01_01,mri1_sagittal_109_mask2,1
training01_01,mri1_sagittal_110_mask1,1
training01_01,mri1_sagittal_110_mask2,1
training01_01,mri1_sagittal_111_mask1,1
training01_01,mri1_sagittal_111_mask2,1
training01_01,mri1_sagittal_112_mask1,1
training01_01,mri1_sagittal_112_mask2,1
training01_01,mri1_sagittal_113_mask1,1
training01_01,mri1_sagittal_113_mask2,1
training01_01,mri1_sagittal_114_mask1,1
training01_01,mri1_sagittal_114_mask2,1
training01_01,mri1_sagittal_115_mask1,1
training01_01,mri1_sagittal_115_mask2,1
training01_01,mri1_sagittal_116_mask1,1
training01_01,mri1_sagittal_116_mask2,1
training01_01,mri1_sagittal_117_mask1,1
training01_01,mri1_sagittal_117_mask2,1
training01_01,mri1_sagittal_118_mask1,1
training01_01,mri1_sagittal_118_mask2,1
training01_01,mri1_sagittal_119_mask1,1
training01_01,mri1_sagittal_119_mask2,1
training01_01,mri1_sagittal_120_mask1,1
training01_01,mri1_sagittal_120_mask2,1
training01_01,mri1_sagittal_121_mask1,1
training01_01,mri1_sagittal_121_mask2,1
training01_01,mri1_sagittal_122_mask1,1
training01_01,mri1_sagittal_122_mask2,1
training01_01,mri1_sagittal_123_mask1,1
training01_01,mri1_sagittal_123_mask2,1
training01_01,mri1_sagittal_124_mask1,1
training01_01,mri1_sagittal_124_mask2,1
training01_01,mri1_sagittal_125_mask1,1
training01_01,mri1_sagittal_125_mask2,1
training01_01,mri1_sagittal_126_mask1,1
training01_01,mri1_sagittal_126_mask2,1
training01_01,mri1_sagittal_127_mask1,1
training01_01,mri1_sagittal_127_mask2,1
training01_01,mri1_sagittal_128_mask1,1
training01_01,mri1_sagittal_128_mask2,1
training01_01,mri1_sagittal_129_mask1,1
training01_01,mri1_sagittal_129_mask2,1
training01_01,mri1_sagittal_130_mask1,1
training01_01,mri1_sagittal_130_mask2,1
training01_01,mri1_sagittal_131_mask1,1
training01_01,mri1_sagittal_131_mask2,1
training01_01,mri1_sagittal_132_mask1,1
training01_01,mri1_sagittal_132_mask2,1
training01_01,mri1_sagittal_133_mask1,1
training01_01,mri1_sagittal_133_mask2,1
training01_01,mri1_sagittal_134_mask1,1
training01_01,mri1_sagittal_134_mask2,1
training01_01,mri1_sagittal_135_mask1,1
training01_01,mri1_sagittal_135_mask2,1
training01_01,mri1_sagittal_136_mask1,1
training01_01,mri1_sagittal_136_mask2,1
training01_01,mri1_sagittal_137_mask1,1
training01_01,mri1_sagittal_137_mask2,1
training01_01,mri1_sagittal_138_mask1,1
training01_01,mri1_sagittal_138_mask2,1
training01_01,mri1_sagittal_139_mask1,1
training01_01,mri1_sagittal_139_mask2,1
training01_01,mri1_sagittal_140_mask1,1
training01_01,mri1_sagittal_140_mask2,1
training01_01,mri1_sagittal_141_mask1,1
training01_01,mri1_sagittal_141_mask2,1
training01_01,mri1_sagittal_142_mask1,1
training01_01,mri1_sagittal_142_mask2,1
training01_01,mri1_sagittal_143_mask1,1
training01_01,mri1_sagittal_143_mask2,1
training01_01,mri1_sagittal_144_mask1,1
training01_01,mri1_sagittal_144_mask2,1
training01_01,mri1_sagittal_145_mask1,1
training01_01,mri1_sagittal_145_mask2,1
training01_01,mri1_sagittal_146_mask1,1
training01_01,mri1_sagittal_146_mask2,1
training01_01,mri1_sagittal_147_mask1,1
training01_01,mri1_sagittal_147_mask2,1
training01_01,mri1_sagittal_148_mask1,1
training01_01,mri1_sagittal_148_mask2,1
training01_01,mri1_sagittal_149_mask1,1
training01_01,mri1_sagittal_149_mask2,1
training01_01,mri1_sagittal_150_mask1,1
training01_01,mri1_sagittal_150_mask2,1
training01_01,mri1_sagittal_151_mask1,1
training01_01,mri1_sagittal_151_mask2,1
training01_01,mri1_sagittal_152_mask1,1
training01_01,mri1_sagittal_152_mask2,1
training01_01,mri1_sagittal_153_mask1,1
training01_01,mri1_sagittal_153_mask2,1
training01_01,mri1_sagittal_154_mask1,1
training01_01,mri1_sagittal_154_mask2,1
training01_01,mri1_sagittal_155_mask1,1
training01_01,mri1_sagittal_155_mask2,1
training01_01,mri1_sagittal_156_mask1,1
training01_01,mri1_sagittal_156_mask2,1
training01_01,mri1_sagittal_157_mask1,1
training01_01,mri1_sagittal_157_mask2,1
training01_01,mri1_sagittal_158_mask1,1
training01_01,mri1_sagittal_158_mask2,1
training01_01,mri1_sagittal_159_mask1,1
training01_01,mri1_sagittal_159_mask2,1
training01_01,mri1_sagittal_160_mask1,1
training01_01,mri1_sagittal_160_mask2,1
training01_01,mri1_sagittal_161_mask1,1
training01_01,mri1_sagittal_161_mask2,1
training01_01,mri1_sagittal_162_mask1,1
training01_01,mri1_sagittal_162_mask2,1
training01_01,mri1_sagittal_163_mask1,1
training01_01,mri1_sagittal_163_mask2,1
training01_01,mri1_sagittal_164_mask1,1
training01_01,mri1_sagittal_164_mask2,1
training01_01,mri1_sagittal_165_mask1,1
training01_01,mri1_sagittal_165_mask2,1
training01_01,mri1_sagittal_166_mask1,1
training01_01,mri1_sagittal_166_mask2,1
training01_01,mri1_sagittal_167_mask1,1
training01_01,mri1_sagittal_167_mask2,1
training01_01,mri1_sagittal_168_mask1,1
training01_01,mri1_sagittal_168_mask2,1
training01_01,mri1_sagittal_169_mask1,1
training01_01,mri1_sagittal_169_mask2,1
training01_01,mri1_sagittal_170_mask1,1
training01_01,mri1_sagittal_170_mask2,1
training01_01,mri1_sagittal_171_mask1,1
training01_01,mri1_sagittal_171_mask2,1
training01_01,mri1_sagittal_172_mask1,1
training01_01,mri1_sagittal_172_mask2,1
training01_01,mri1_sagittal_173_mask1,1
training01_01,mri1_sagittal_173_mask2,1
training01_01,mri1_sagittal_174_mask1,1
training01_01,mri1_sagittal_174_mask2,1
training01_01,mri1_sagittal_175_mask1,1
training01_01,mri1_sagittal_175_mask2,1
training01_01,mri1_sagittal_176_mask1,1
training01_01,mri1_sagittal_176_mask2,1
training01_01,mri1_sagittal_177_mask1,1
training01_01,mri1_sagittal_177_mask2,1
training01_01,mri1_sagittal_178_mask1,1
training01_01,mri1_sagittal_178_mask2,1
training01_01,mri1_sagittal_179_mask1,1
training01_01,mri1_sagittal_179_mask2,1
training01_01,mri1_sagittal_180_mask1,1
training01_01,mri1_sagittal_180_mask2,1
training01_01,mri1_sagittal_181_mask1,1
training01_01,mri1_sagittal_181_mask2,1
training01_01,mri1_sagittal_182_mask1,1
training01_01,mri1_sagittal_182_mask2,1
training01_01,mri1_sagittal_183_mask1,1
training01_01,mri1_sagittal_183_mask2,1
training01_01,mri1_sagittal_184_mask1,1
training01_01,mri1_sagittal_184_mask2,1
training01_01,mri1_sagittal_185_mask1,1
training01_01,mri1_sagittal_185_mask2,1
training01_01,mri1_sagittal_186_mask1,1
training01_01,mri1_sagittal_186_mask2,1
training01_01,mri1_sagittal_187_mask1,1
training01_01,mri1_sagittal_187_mask2,1
training01_01,mri1_sagittal_188_mask1,1
training01_01,mri1_sagittal_188_mask2,1
training01_01,mri1_sagittal_189_mask1,1
training01_01,mri1_sagittal_189_mask2,1
training01_01,mri1_sagittal_190_mask1,1
training01_01,mri1_sagittal_190_mask2,1
training01_01,mri1_sagittal_191_mask1,1
training01_01,mri1_sagittal_191_mask2,1
training01_01,mri1_sagittal_192_mask1,1
training01_01,mri1_sagittal_192_mask2,1
training01_01,mri1_sagittal_193_mask1,1
training01_01,mri1_sagittal_193_mask2,1
training01_01,mri1_sagittal_194_mask1,1
training01_01,mri1_sagittal_194_mask2,1
training01_01,mri1_sagittal_195_mask1,1
training01_01,mri1_sagittal_195_mask2,1
training01_01,mri1_axial_71_mask2,1
training01_01,mri1_axial_72_mask2,1
training01_01,mri1_axial_73_mask2,1
training01_01,mri1_axial_74_mask1,1
training01_01,mri1_axial_74_mask2,1
training01_01,mri1_axial_75_mask1,1
training01_01,mri1_axial_75_mask2,1
training01_01,mri1_axial_76_mask1,1
training01_01,mri1_axial_76_mask2,1
training01_01,mri1_axial_77_mask1,1
training01_01,mri1_axial_77_mask2,1
training01_01,mri1_axial_78_mask1,1
training01_01,mri1_axial_78_mask2,1
training01_01,mri1_axial_79_mask1,1
training01_01,mri1_axial_79_mask2,1
training01_01,mri1_axial_80_mask1,1
training01_01,mri1_axial_80_mask2,1
training01_01,mri1_axial_81_mask1,1
training01_01,mri1_axial_81_mask2,1
training01_01,mri1_axial_82_mask1,1
training01_01,mri1_axial_82_mask2,1
training01_01,mri1_axial_83_mask1,1
training01_01,mri1_axial_83_mask2,1
training01_01,mri1_axial_84_mask1,1
training01_01,mri1_axial_84_mask2,1
training01_01,mri1_axial_85_mask1,1
training01_01,mri1_axial_85_mask2,1
training01_01,mri1_axial_86_mask1,1
training01_01,mri1_axial_86_mask2,1
training01_01,mri1_axial_87_mask1,1
training01_01,mri1_axial_87_mask2,1
training01_01,mri1_axial_88_mask1,1
training01_01,mri1_axial_88_mask2,1
training01_01,mri1_axial_89_mask1,1
training01_01,mri1_axial_89_mask2,1
training01_01,mri1_axial_90_mask1,1
training01_01,mri1_axial_90_mask2,1
training01_01,mri1_axial_91_mask1,1
training01_01,mri1_axial_91_mask2,1
training01_01,mri1_axial_92_mask1,1
training01_01,mri1_axial_92_mask2,1
training01_01,mri1_axial_93_mask1,1
training01_01,mri1_axial_93_mask2,1
training01_01,mri1_axial_94_mask1,1
training01_01,mri1_axial_94_mask2,1
training01_01,mri1_axial_95_mask1,1
training01_01,mri1_axial_95_mask2,1
training01_01,mri1_axial_96_mask1,1
training01_01,mri1_axial_96_mask2,1
training01_01,mri1_axial_97_mask1,1
training01_01,mri1_axial_97_mask2,1
training01_01,mri1_axial_98_mask1,1
training01_01,mri1_axial_98_mask2,1
training01_01,mri1_axial_99_mask1,1
training01_01,mri1_axial_99_mask2,1
training01_01,mri1_axial_100_mask1,1
training01_01,mri1_axial_100_mask2,1
training01_01,mri1_axial_101_mask1,1
training01_01,mri1_axial_101_mask2,1
training01_01,mri1_axial_102_mask1,1
training01_01,mri1_axial_102_mask2,1
training01_01,mri1_axial_103_mask1,1
training01_01,mri1_axial_103_mask2,1
training01_01,mri1_axial_104_mask1,1
training01_01,mri1_axial_104_mask2,1
training01_01,mri1_axial_105_mask1,1
training01_01,mri1_axial_105_mask2,1
training01_01,mri1_axial_106_mask1,1
training01_01,mri1_axial_106_mask2,1
training01_01,mri1_axial_107_mask1,1
training01_01,mri1_axial_107_mask2,1
training01_01,mri1_axial_108_mask1,1
training01_01,mri1_axial_108_mask2,1
training01_01,mri1_axial_109_mask1,1
training01_01,mri1_axial_109_mask2,1
training01_01,mri1_axial_110_mask1,1
training01_01,mri1_axial_110_mask2,1
training01_01,mri1_axial_111_mask1,1
training01_01,mri1_axial_111_mask2,1
training01_01,mri1_axial_112_mask1,1
training01_01,mri1_axial_112_mask2,1
training01_01,mri1_axial_113_mask1,1
training01_01,mri1_axial_113_mask2,1
training01_01,mri1_axial_114_mask1,1
training01_01,mri1_axial_114_mask2,1
training01_01,mri1_axial_115_mask1,1
training01_01,mri1_axial_115_mask2,1
training01_01,mri1_axial_116_mask1,1
training01_01,mri1_axial_116_mask2,1
training01_01,mri1_axial_117_mask1,1
training01_01,mri1_axial_117_mask2,1
training01_01,mri1_axial_118_mask1,1
training01_01,mri1_axial_118_mask2,1
training01_01,mri1_axial_119_mask1,1
training01_01,mri1_axial_119_mask2,1
training01_01,mri1_axial_120_mask1,1
training01_01,mri1_axial_120_mask2,1
training01_01,mri1_axial_121_mask1,1
training01_01,mri1_axial_121_mask2,1
training01_01,mri1_axial_122_mask1,1
training01_01,mri1_axial_122_mask2,1
training01_01,mri1_axial_123_mask1,1
training01_01,mri1_axial_123_mask2,1
training01_01,mri1_axial_124_mask1,1
training01_01,mri1_axial_124_mask2,1
training01_01,mri1_axial_125_mask1,1
training01_01,mri1_axial_125_mask2,1
training01_01,mri1_axial_126_mask1,1
training01_01,mri1_axial_126_mask2,1
training01_01,mri1_axial_127_mask1,1
training01_01,mri1_axial_127_mask2,1
training01_01,mri1_axial_128_mask1,1
training01_01,mri1_axial_128_mask2,1
training01_01,mri1_axial_129_mask1,1
training01_01,mri1_axial_129_mask2,1
training01_01,mri1_axial_130_mask1,1
training01_01,mri1_axial_130_mask2,1
training01_01,mri1_axial_131_mask1,1
training01_01,mri1_axial_131_mask2,1
training01_01,mri1_axial_132_mask1,1
training01_01,mri1_axial_132_mask2,1
training01_01,mri1_axial_133_mask1,1
training01_01,mri1_axial_133_mask2,1
training01_01,mri1_axial_134_mask1,1
training01_01,mri1_axial_134_mask2,1
training01_01,mri1_axial_135_mask1,1
training01_01,mri1_axial_135_mask2,1
training01_01,mri1_axial_136_mask1,1
training01_01,mri1_axial_136_mask2,1
training01_01,mri1_axial_137_mask1,1
training01_01,mri1_axial_137_mask2,1
training01_01,mri1_axial_138_mask1,1
training01_01,mri1_axial_138_mask2,1
training01_01,mri1_axial_139_mask1,1
training01_01,mri1_axial_139_mask2,1
training01_01,mri1_axial_140_mask1,1
training01_01,mri1_axial_140_mask2,1
training01_01,mri1_axial_141_mask1,1
training01_01,mri1_axial_141_mask2,1
training01_01,mri1_axial_142_mask1,1
training01_01,mri1_axial_142_mask2,1
training01_01,mri1_axial_143_mask1,1
training01_01,mri1_axial_143_mask2,1
training01_01,mri1_axial_144_mask1,1
training01_01,mri1_axial_144_mask2,1
training01_01,mri1_axial_145_mask1,1
training01_01,mri1_axial_145_mask2,1
training01_01,mri1_axial_146_mask1,1
training01_01,mri1_axial_146_mask2,1
training01_01,mri1_axial_147_mask1,1
training01_01,mri1_axial_147_mask2,1
training01_01,mri1_axial_148_mask1,1
training01_01,mri1_axial_148_mask2,1
training01_01,mri1_axial_149_mask1,1
training01_01,mri1_axial_149_mask2,1
training01_01,mri1_axial_150_mask1,1
training01_01,mri1_axial_150_mask2,1
training01_01,mri1_axial_151_mask1,1
training01_01,mri1_axial_151_mask2,1
training01_01,mri1_axial_152_mask1,1
training01_01,mri1_axial_152_mask2,1
training01_01,mri1_axial_153_mask2,1
training01_02,mri2_coronal_65_mask1,1
training01_02,mri2_coronal_66_mask1,1
training01_02,mri2_coronal_66_mask2,1
training01_02,mri2_coronal_67_mask1,1
training01_02,mri2_coronal_67_mask2,1
training01_02,mri2_coronal_68_mask1,1
training01_02,mri2_coronal_68_mask2,1
training01_02,mri2_coronal_69_mask1,1
training01_02,mri2_coronal_69_mask2,1
training01_02,mri2_coronal_70_mask1,1
training01_02,mri2_coronal_70_mask2,1
training01_02,mri2_coronal_71_mask1,1
training01_02,mri2_coronal_71_mask2,1
training01_02,mri2_coronal_72_mask1,1
training01_02,mri2_coronal_72_mask2,1
training01_02,mri2_coronal_73_mask1,1
training01_02,mri2_coronal_73_mask2,1
training01_02,mri2_coronal_74_mask1,1
training01_02,mri2_coronal_74_mask2,1
training01_02,mri2_coronal_75_mask1,1
training01_02,mri2_coronal_75_mask2,1
training01_02,mri2_coronal_76_mask1,1
training01_02,mri2_coronal_76_mask2,1
training01_02,mri2_coronal_77_mask1,1
training01_02,mri2_coronal_77_mask2,1
training01_02,mri2_coronal_78_mask1,1
training01_02,mri2_coronal_78_mask2,1
training01_02,mri2_coronal_79_mask1,1
training01_02,mri2_coronal_79_mask2,1
training01_02,mri2_coronal_80_mask1,1
training01_02,mri2_coronal_80_mask2,1
training01_02,mri2_coronal_81_mask1,1
training01_02,mri2_coronal_81_mask2,1
training01_02,mri2_coronal_82_mask1,1
training01_02,mri2_coronal_82_mask2,1
training01_02,mri2_coronal_83_mask1,1
training01_02,mri2_coronal_83_mask2,1
training01_02,mri2_coronal_84_mask1,1
training01_02,mri2_coronal_84_mask2,1
training01_02,mri2_coronal_85_mask1,1
training01_02,mri2_coronal_85_mask2,1
training01_02,mri2_coronal_86_mask1,1
training01_02,mri2_coronal_86_mask2,1
training01_02,mri2_coronal_87_mask1,1
training01_02,mri2_coronal_87_mask2,1
training01_02,mri2_coronal_88_mask1,1
training01_02,mri2_coronal_88_mask2,1
training01_02,mri2_coronal_89_mask1,1
training01_02,mri2_coronal_89_mask2,1
training01_02,mri2_coronal_90_mask1,1
training01_02,mri2_coronal_90_mask2,1
training01_02,mri2_coronal_91_mask1,1
training01_02,mri2_coronal_91_mask2,1
training01_02,mri2_coronal_92_mask1,1
training01_02,mri2_coronal_92_mask2,1
training01_02,mri2_coronal_93_mask1,1
training01_02,mri2_coronal_93_mask2,1
training01_02,mri2_coronal_94_mask1,1
training01_02,mri2_coronal_94_mask2,1
training01_02,mri2_coronal_95_mask1,1
training01_02,mri2_coronal_95_mask2,1
training01_02,mri2_coronal_96_mask1,1
training01_02,mri2_coronal_96_mask2,1
training01_02,mri2_coronal_97_mask1,1
training01_02,mri2_coronal_97_mask2,1
training01_02,mri2_coronal_98_mask1,1
training01_02,mri2_coronal_98_mask2,1
training01_02,mri2_coronal_99_mask1,1
training01_02,mri2_coronal_99_mask2,1
training01_02,mri2_coronal_100_mask1,1
training01_02,mri2_coronal_100_mask2,1
