subject,name,fold
CHB_train_Case01,mri1_coronal_201_mask1,5
CHB_train_Case01,mri1_coronal_202_mask1,5
CHB_train_Case01,mri1_coronal_203_mask1,5
CHB_train_Case01,mri1_coronal_204_mask1,5
CHB_train_Case01,mri1_coronal_205_mask1,5
CHB_train_Case01,mri1_coronal_206_mask1,5
CHB_train_Case01,mri1_coronal_207_mask1,5
CHB_train_Case01,mri1_coronal_208_mask1,5
CHB_train_Case01,mri1_coronal_209_mask1,5
CHB_train_Case01,mri1_coronal_210_mask1,5
CHB_train_Case01,mri1_coronal_211_mask1,5
CHB_train_Case01,mri1_coronal_212_mask1,5
CHB_train_Case01,mri1_coronal_213_mask1,5
CHB_train_Case01,mri1_coronal_214_mask1,5
CHB_train_Case01,mri1_coronal_215_mask1,5
CHB_train_Case01,mri1_coronal_216_mask1,5
CHB_train_Case01,mri1_coronal_217_mask1,5
CHB_train_Case01,mri1_coronal_218_mask1,5
CHB_train_Case01,mri1_coronal_219_mask1,5
CHB_train_Case01,mri1_coronal_220_mask1,5
CHB_train_Case01,mri1_coronal_221_mask1,5
CHB_train_Case01,mri1_coronal_222_mask1,5
CHB_train_Case01,mri1_coronal_223_mask1,5
CHB_train_Case01,mri1_coronal_224_mask1,5
CHB_train_Case01,mri1_coronal_225_mask1,5
CHB_train_Case01,mri1_coronal_226_mask1,5
CHB_train_Case01,mri1_coronal_227_mask1,5
CHB_train_Case01,mri1_coronal_228_mask1,5
CHB_train_Case01,mri1_coronal_229_mask1,5
CHB_train_Case01,mri1_coronal_230_mask1,5
CHB_train_Case01,mri1_coronal_231_mask1,5
CHB_train_Case01,mri1_coronal_232_mask1,5
CHB_train_Case01,mri1_coronal_233_mask1,5
CHB_train_Case01,mri1_coronal_234_mask1,5
CHB_train_Case01,mri1_coronal_235_mask1,5
CHB_train_Case01,mri1_coronal_236_mask1,5
CHB_train_Case01,mri1_coronal_237_mask1,5
CHB_train_Case01,mri1_coronal_238_mask1,5
CHB_train_Case01,mri1_coronal_239_mask1,5
CHB_train_Case01,mri1_coronal_240_mask1,5
CHB_train_Case01,mri1_coronal_241_mask1,5
CHB_train_Case01,mri1_coronal_242_mask1,5
CHB_train_Case01,mri1_coronal_243_mask1,5
CHB_train_Case01,mri1_coronal_244_mask1,5
CHB_train_Case01,mri1_coronal_245_mask1,5
CHB_train_Case01,mri1_coronal_246_mask1,5
CHB_train_Case01,mri1_coronal_253_mask1,5
CHB_train_Case01,mri1_coronal_254_mask1,5
CHB_train_Case01,mri1_coronal_255_mask1,5
CHB_train_Case01,mri1_coronal_256_mask1,5
CHB_train_Case01,mri1_coronal_257_mask1,5
CHB_train_Case01,mri1_coronal_258_mask1,5
CHB_train_Case01,mri1_coronal_259_mask1,5
CHB_train_Case01,mri1_coronal_260_mask1,5
CHB_train_Case01,mri1_sagittal_42_mask1,5
CHB_train_Case01,mri1_sagittal_43_mask1,5
CHB_train_Case01,mri1_sagittal_44_mask1,5
CHB_train_Case01,mri1_sagittal_45_mask1,5
CHB_train_Case01,mri1_sagittal_50_mask1,5
CHB_train_Case01,mri1_sagittal_51_mask1,5
CHB_train_Case01,mri1_sagittal_52_mask1,5
CHB_train_Case01,mri1_sagittal_53_mask1,5
CHB_train_Case01,mri1_sagittal_54_mask1,5
CHB_train_Case01,mri1_sagittal_55_mask1,5
CHB_train_Case01,mri1_sagittal_56_mask1,5
CHB_train_Case01,mri1_sagittal_57_mask1,5
CHB_train_Case01,mri1_sagittal_58_mask1,5
CHB_train_Case01,mri1_sagittal_59_mask1,5
CHB_train_Case01,mri1_sagittal_60_mask1,5
CHB_train_Case01,mri1_sagittal_61_mask1,5
CHB_train_Case01,mri1_sagittal_62_mask1,5
CHB_train_Case01,mri1_sagittal_63_mask1,5
CHB_train_Case01,mri1_sagittal_64_mask1,5
CHB_train_Case01,mri1_sagittal_65_mask1,5
CHB_train_Case01,mri1_sagittal_66_mask1,5
CHB_train_Case01,mri1_sagittal_67_mask1,5
CHB_train_Case01,mri1_sagittal_68_mask1,5
CHB_train_Case01,mri1_sagittal_69_mask1,5
CHB_train_Case01,mri1_sagittal_70_mask1,5
CHB_train_Case01,mri1_sagittal_71_mask1,5
CHB_train_Case01,mri1_sagittal_72_mask1,5
CHB_train_Case01,mri1_sagittal_73_mask1,5
CHB_train_Case01,mri1_sagittal_74_mask1,5
CHB_train_Case01,mri1_sagittal_75_mask1,5
CHB_train_Case01,mri1_sagittal_76_mask1,5
CHB_train_Case01,mri1_sagittal_77_mask1,5
CHB_train_Case01,mri1_sagittal_78_mask1,5
CHB_train_Case01,mri1_sagittal_79_mask1,5
CHB_train_Case01,mri1_sagittal_80_mask1,5
CHB_train_Case01,mri1_sagittal_81_mask1,5
CHB_train_Case01,mri1_sagittal_82_mask1,5
CHB_train_Case01,mri1_sagittal_83_mask1,5
CHB_train_Case01,mri1_sagittal_84_mask1,5
CHB_train_Case01,mri1_sagittal_85_mask1,5
CHB_train_Case01,mri1_sagittal_86_mask1,5
CHB_train_Case01,mri1_sagittal_87_mask1,5
CHB_train_Case01,mri1_sagittal_88_mask1,5
CHB_train_Case01,mri1_sagittal_89_mask1,5
CHB_train_Case01,mri1_sagittal_90_mask1,5
CHB_train_Case01,mri1_sagittal_91_mask1,5
CHB_train_Case01,mri1_sagittal_92_mask1,5
CHB_train_Case01,mri1_sagittal_93_mask1,5
CHB_train_Case01,mri1_sagittal_94_mask1,5
CHB_train_Case01,mri1_sagittal_95_mask1,5
CHB_train_Case01,mri1_sagittal_96_mask1,5
CHB_train_Case01,mri1_sagittal_97_mask1,5
CHB_train_Case01,mri1_sagittal_98_mask1,5
CHB_train_Case01,mri1_sagittal_99_mask1,5
CHB_train_Case01,mri1_sagittal_100_mask1,5
CHB_train_Case01,mri1_sagittal_101_mask1,5
CHB_train_Case01,mri1_sagittal_102_mask1,5
CHB_train_Case01,mri1_sagittal_103_mask1,5
CHB_train_Case01,mri1_sagittal_104_mask1,5
CHB_train_Case01,mri1_sagittal_105_mask1,5
CHB_train_Case01,mri1_sagittal_106_mask1,5
CHB_train_Case01,mri1_sagittal_107_mask1,5
CHB_train_Case01,mri1_sagittal_108_mask1,5
CHB_train_Case01,mri1_sagittal_109_mask1,5
CHB_train_Case01,mri1_sagittal_110_mask1,5
CHB_train_Case01,mri1_sagittal_111_mask1,5
CHB_train_Case01,mri1_sagittal_112_mask1,5
CHB_train_Case01,mri1_sagittal_113_mask1,5
CHB_train_Case01,mri1_sagittal_114_mask1,5
CHB_train_Case01,mri1_sagittal_115_mask1,5
CHB_train_Case01,mri1_sagittal_116_mask1,5
CHB_train_Case01,mri1_sagittal_117_mask1,5
CHB_train_Case01,mri1_sagittal_118_mask1,5
CHB_train_Case01,mri1_sagittal_119_mask1,5
CHB_train_Case01,mri1_sagittal_120_mask1,5
CHB_train_Case01,mri1_sagittal_121_mask1,5
CHB_train_Case01,mri1_sagittal_122_mask1,5
CHB_train_Case01,mri1_sagittal_123_mask1,5
CHB_train_Case01,mri1_sagittal_124_mask1,5
CHB_train_Case01,mri1_sagittal_125_mask1,5
CHB_train_Case01,mri1_sagittal_126_mask1,5
CHB_train_Case01,mri1_sagittal_127_mask1,5
CHB_train_Case01,mri1_sagittal_128_mask1,5
CHB_train_Case01,mri1_sagittal_129_mask1,5
CHB_train_Case01,mri1_sagittal_130_mask1,5
CHB_train_Case01,mri1_sagittal_131_mask1,5
CHB_train_Case01,mri1_sagittal_132_mask1,5
CHB_train_Case01,mri1_sagittal_133_mask1,5
CHB_train_Case01,mri1_sagittal_134_mask1,5
CHB_train_Case01,mri1_sagittal_135_mask1,5
CHB_train_Case01,mri1_sagittal_136_mask1,5
CHB_train_Case01,mri1_sagittal_137_mask1,5
CHB_train_Case01,mri1_sagittal_138_mask1,5
CHB_train_Case01,mri1_sagittal_139_mask1,5
CHB_train_Case01,mri1_sagittal_140_mask1,5
CHB_train_Case01,mri1_sagittal_141_mask1,5
CHB_train_Case01,mri1_sagittal_142_mask1,5
CHB_train_Case01,mri1_sagittal_143_mask1,5
CHB_train_Case01,mri1_sagittal_144_mask1,5
CHB_train_Case01,mri1_sagittal_145_mask1,5
CHB_train_Case01,mri1_sagittal_146_mask1,5
CHB_train_Case01,mri1_sagittal_147_mask1,5
CHB_train_Case01,mri1_sagittal_148_mask1,5
CHB_train_Case01,mri1_sagittal_149_mask1,5
CHB_train_Case01,mri1_sagittal_150_mask1,5
CHB_train_Case01,mri1_sagittal_151_mask1,5
CHB_train_Case01,mri1_sagittal_152_mask1,5
CHB_train_Case01,mri1_sagittal_153_mask1,5
CHB_train_Case01,mri1_sagittal_154_mask1,5
CHB_train_Case01,mri1_sagittal_155_mask1,5
CHB_train_Case01,mri1_sagittal_156_mask1,5
CHB_train_Case01,mri1_sagittal_157_mask1,5
CHB_train_Case01,mri1_sagittal_158_mask1,5
CHB_train_Case01,mri1_sagittal_159_mask1,5
CHB_train_Case01,mri1_sagittal_160_mask1,5
CHB_train_Case01,mri1_sagittal_161_mask1,5
CHB_train_Case01,mri1_sagittal_162_mask1,5
CHB_train_Case01,mri1_sagittal_163_mask1,5
CHB_train_Case01,mri1_sagittal_164_mask1,5
CHB_train_Case01,mri1_sagittal_165_mask1,5
CHB_train_Case01,mri1_sagittal_166_mask1,5
CHB_train_Case01,mri1_sagittal_167_mask1,5
CHB_train_Case01,mri1_sagittal_168_mask1,5
CHB_train_Case01,mri1_sagittal_169_mask1,5
CHB_train_Case01,mri1_sagittal_170_mask1,5
CHB_train_Case01,mri1_sagittal_171_mask1,5
CHB_train_Case01,mri1_sagittal_172_mask1,5
CHB_train_Case01,mri1_sagittal_173_mask1,5
CHB_train_Case01,mri1_sagittal_174_mask1,5
CHB_train_Case01,mri1_sagittal_175_mask1,5
CHB_train_Case01,mri1_sagittal_176_mask1,5
CHB_train_Case01,mri1_sagittal_177_mask1,5
CHB_train_Case01,mri1_sagittal_178_mask1,5
CHB_train_Case01,mri1_sagittal_179_mask1,5
CHB_train_Case01,mri1_sagittal_180_mask1,5
CHB_train_Case01,mri1_sagittal_181_mask1,5
CHB_train_Case01,mri1_sagittal_182_mask1,5
CHB_train_Case01,mri1_sagittal_183_mask1,5
CHB_train_Case01,mri1_sagittal_184_mask1,5
CHB_train_Case01,mri1_sagittal_185_mask1,5
CHB_train_Case01,mri1_sagittal_186_mask1,5
CHB_train_Case01,mri1_sagittal_187_mask1,5
CHB_train_Case01,mri1_sagittal_188_mask1,5
CHB_train_Case01,mri1_sagittal_189_mask1,5
CHB_train_Case01,mri1_sagittal_190_mask1,5
CHB_train_Case01,mri1_sagittal_191_mask1,5
CHB_train_Case01,mri1_sagittal_192_mask1,5
CHB_train_Case01,mri1_sagittal_193_mask1,5
CHB_train_Case01,mri1_sagittal_194_mask1,5
CHB_train_Case01,mri1_sagittal_195_mask1,5
CHB_train_Case01,mri1_sagittal_196_mask1,5
CHB_train_Case01,mri1_sagittal_197_mask1,5
CHB_train_Case01,mri1_sagittal_198_mask1,5
CHB_train_Case01,mri1_sagittal_199_mask1,5
CHB_train_Case01,mri1_sagittal_200_mask1,5
CHB_train_Case01,mri1_sagittal_201_mask1,5
CHB_train_Case01,mri1_sagittal_202_mask1,5
CHB_train_Case01,mri1_sagittal_203_mask1,5
CHB_train_Case01,mri1_sagittal_204_mask1,5
CHB_train_Case01,mri1_sagittal_205_mask1,5
CHB_train_Case01,mri1_sagittal_206_mask1,5
CHB_train_Case01,mri1_sagittal_207_mask1,5
CHB_train_Case01,mri1_sagittal_208_mask1,5
CHB_train_Case01,mri1_sagittal_209_mask1,5
CHB_train_Case01,mri1_sagittal_210_mask1,5
CHB_train_Case01,mri1_sagittal_211_mask1,5
CHB_train_Case01,mri1_sagittal_212_mask1,5
CHB_train_Case01,mri1_sagittal_213_mask1,5
CHB_train_Case01,mri1_sagittal_214_mask1,5
CHB_train_Case01,mri1_sagittal_215_mask1,5
CHB_train_Case01,mri1_sagittal_216_mask1,5
CHB_train_Case01,mri1_sagittal_217_mask1,5
CHB_train_Case01,mri1_sagittal_218_mask1,5
CHB_train_Case01,mri1_sagittal_219_mask1,5
CHB_train_Case01,mri1_sagittal_220_mask1,5
CHB_train_Case01,mri1_sagittal_221_mask1,5
CHB_train_Case01,mri1_sagittal_222_mask1,5
CHB_train_Case01,mri1_sagittal_223_mask1,5
CHB_train_Case01,mri1_sagittal_224_mask1,5
CHB_train_Case01,mri1_sagittal_225_mask1,5
CHB_train_Case01,mri1_sagittal_226_mask1,5
CHB_train_Case01,mri1_sagittal_227_mask1,5
CHB_train_Case01,mri1_sagittal_228_mask1,5
CHB_train_Case01,mri1_sagittal_229_mask1,5
CHB_train_Case01,mri1_sagittal_230_mask1,5
CHB_train_Case01,mri1_sagittal_231_mask1,5
CHB_train_Case01,mri1_sagittal_232_mask1,5
CHB_train_Case01,mri1_sagittal_233_mask1,5
CHB_train_Case01,mri1_sagittal_234_mask1,5
CHB_train_Case01,mri1_sagittal_235_mask1,5
CHB_train_Case01,mri1_sagittal_236_mask1,5
CHB_train_Case01,mri1_sagittal_237_mask1,5
CHB_train_Case01,mri1_sagittal_238_mask1,5
CHB_train_Case01,mri1_sagittal_239_mask1,5
CHB_train_Case01,mri1_sagittal_240_mask1,5
CHB_train_Case01,mri1_sagittal_241_mask1,5
CHB_train_Case01,mri1_sagittal_242_mask1,5
CHB_train_Case01,mri1_sagittal_243_mask1,5
CHB_train_Case01,mri1_sagittal_244_mask1,5
CHB_train_Case01,mri1_sagittal_245_mask1,5
CHB_train_Case01,mri1_sagittal_246_mask1,5
CHB_train_Case01,mri1_sagittal_247_mask1,5
CHB_train_Case01,mri1_sagittal_248_mask1,5
CHB_train_Case01,mri1_sagittal_249_mask1,5
CHB_train_Case01,mri1_sagittal_250_mask1,5
CHB_train_Case01,mri1_sagittal_251_mask1,5
CHB_train_Case01,mri1_sagittal_252_mask1,5
CHB_train_Case01,mri1_sagittal_253_mask1,5
CHB_train_Case01,mri1_sagittal_254_mask1,5
CHB_train_Case01,mri1_sagittal_255_mask1,5
CHB_train_Case01,mri1_sagittal_256_mask1,5
CHB_train_Case01,mri1_sagittal_257_mask1,5
CHB_train_Case01,mri1_sagittal_258_mask1,5
CHB_train_Case01,mri1_sagittal_259_mask1,5
CHB_train_Case01,mri1_sagittal_260_mask1,5
CHB_train_Case01,mri1_sagittal_261_mask1,5
CHB_train_Case01,mri1_sagittal_262_mask1,5
CHB_train_Case01,mri1_sagittal_263_mask1,5
CHB_train_Case01,mri1_sagittal_264_mask1,5
CHB_train_Case01,mri1_sagittal_265_mask1,5
CHB_train_Case01,mri1_sagittal_266_mask1,5
CHB_train_Case01,mri1_sagittal_267_mask1,5
CHB_train_Case01,mri1_sagittal_268_mask1,5
CHB_train_Case01,mri1_sagittal_269_mask1,5
CHB_train_Case01,mri1_sagittal_270_mask1,5
CHB_train_Case01,mri1_sagittal_271_mask1,5
CHB_train_Case01,mri1_sagittal_272_mask1,5
CHB_train_Case01,mri1_sagittal_273_mask1,5
CHB_train_Case01,mri1_sagittal_274_mask1,5
CHB_train_Case01,mri1_sagittal_275_mask1,5
CHB_train_Case01,mri1_sagittal_276_mask1,5
CHB_train_Case01,mri1_sagittal_277_mask1,5
CHB_train_Case01,mri1_sagittal_278_mask1,5
CHB_train_Case01,mri1_sagittal_279_mask1,5
CHB_train_Case01,mri1_sagittal_280_mask1,5
CHB_train_Case01,mri1_sagittal_281_mask1,5
CHB_train_Case01,mri1_sagittal_282_mask1,5
CHB_train_Case01,mri1_sagittal_283_mask1,5
CHB_train_Case01,mri1_sagittal_284_mask1,5
CHB_train_Case01,mri1_sagittal_285_mask1,5
CHB_train_Case01,mri1_sagittal_286_mask1,5
CHB_train_Case01,mri1_sagittal_287_mask1,5
CHB_train_Case01,mri1_sagittal_288_mask1,5
CHB_train_Case01,mri1_sagittal_289_mask1,5
CHB_train_Case01,mri1_sagittal_290_mask1,5
CHB_train_Case01,mri1_sagittal_291_mask1,5
CHB_train_Case01,mri1_sagittal_292_mask1,5
CHB_train_Case01,mri1_sagittal_293_mask1,5
CHB_train_Case01,mri1_sagittal_294_mask1,5
CHB_train_Case01,mri1_sagittal_295_mask1,5
CHB_train_Case01,mri1_sagittal_296_mask1,5
CHB_train_Case01,mri1_sagittal_297_mask1,5
CHB_train_Case01,mri1_sagittal_298_mask1,5
CHB_train_Case01,mri1_sagittal_299_mask1,5
CHB_train_Case01,mri1_sagittal_300_mask1,5
CHB_train_Case01,mri1_sagittal_301_mask1,5
CHB_train_Case01,mri1_sagittal_302_mask1,5
CHB_train_Case01,mri1_sagittal_303_mask1,5
CHB_train_Case01,mri1_axial_94_mask1,5
CHB_train_Case01,mri1_axial_95_mask1,5
CHB_train_Case01,mri1_axial_96_mask1,5
CHB_train_Case01,mri1_axial_97_mask1,5
CHB_train_Case01,mri1_axial_98_mask1,5
CHB_train_Case01,mri1_axial_99_mask1,5
CHB_train_Case01,mri1_axial_100_mask1,5
CHB_train_Case01,mri1_axial_101_mask1,5
CHB_train_Case01,mri1_axial_102_mask1,5
CHB_train_Case01,mri1_axial_103_mask1,5
CHB_train_Case01,mri1_axial_104_mask1,5
CHB_train_Case01,mri1_axial_105_mask1,5
CHB_train_Case01,mri1_axial_106_mask1,5
CHB_train_Case01,mri1_axial_107_mask1,5
CHB_train_Case01,mri1_axial_117_mask1,5
CHB_train_Case01,mri1_axial_118_mask1,5
CHB_train_Case01,mri1_axial_119_mask1,5
CHB_train_Case01,mri1_axial_120_mask1,5
CHB_train_Case01,mri1_axial_121_mask1,5
CHB_train_Case01,mri1_axial_122_mask1,5
CHB_train_Case01,mri1_axial_123_mask1,5
CHB_train_Case01,mri1_axial_124_mask1,5
CHB_train_Case01,mri1_axial_125_mask1,5
CHB_train_Case01,mri1_axial_126_mask1,5
CHB_train_Case01,mri1_axial_127_mask1,5
CHB_train_Case01,mri1_axial_128_mask1,5
CHB_train_Case01,mri1_axial_129_mask1,5
CHB_train_Case01,mri1_axial_130_mask1,5
CHB_train_Case01,mri1_axial_131_mask1,5
CHB_train_Case01,mri1_axial_132_mask1,5
CHB_train_Case01,mri1_axial_133_mask1,5
CHB_train_Case01,mri1_axial_134_mask1,5
CHB_train_Case01,mri1_axial_135_mask1,5
CHB_train_Case01,mri1_axial_136_mask1,5
CHB_train_Case01,mri1_axial_137_mask1,5
CHB_train_Case01,mri1_axial_138_mask1,5
CHB_train_Case01,mri1_axial_139_mask1,5
CHB_train_Case01,mri1_axial_140_mask1,5
CHB_train_Case01,mri1_axial_141_mask1,5
CHB_train_Case01,mri1_axial_142_mask1,5
CHB_train_Case01,mri1_axial_143_mask1,5
CHB_train_Case01,mri1_axial_144_mask1,5
CHB_train_Case01,mri1_axial_145_mask1,5
CHB_train_Case01,mri1_axial_146_mask1,5
CHB_train_Case01,mri1_axial_147_mask1,5
CHB_train_Case01,mri1_axial_148_mask1,5
CHB_train_Case01,mri1_axial_149_mask1,5
CHB_train_Case01,mri1_axial_150_mask1,5
CHB_train_Case01,mri1_axial_151_mask1,5
CHB_train_Case01,mri1_axial_152_mask1,5
CHB_train_Case01,mri1_axial_153_mask1,5
CHB_train_Case01,mri1_axial_154_mask1,5
CHB_train_Case01,mri1_axial_155_mask1,5
CHB_train_Case01,mri1_axial_156_mask1,5
CHB_train_Case01,mri1_axial_157_mask1,5
CHB_train_Case01,mri1_axial_158_mask1,5
CHB_train_Case01,mri1_axial_159_mask1,5
CHB_train_Case01,mri1_axial_160_mask1,5
CHB_train_Case01,mri1_axial_161_mask1,5
CHB_train_Case01,mri1_axial_162_mask1,5
CHB_train_Case01,mri1_axial_163_mask1,5
CHB_train_Case01,mri1_axial_164_mask1,5
CHB_train_Case01,mri1_axial_165_mask1,5
CHB_train_Case01,mri1_axial_166_mask1,5
CHB_train_Case01,mri1_axial_167_mask1,5
CHB_train_Case01,mri1_axial_168_mask1,5
CHB_train_Case01,mri1_axial_169_mask1,5
CHB_train_Case01,mri1_axial_170_mask1,5
CHB_train_Case01,mri1_axial_171_mask1,5
CHB_train_Case01,mri1_axial_172_mask1,5
CHB_train_Case01,mri1_axial_173_mask1,5
CHB_train_Case01,mri1_axial_174_mask1,5
CHB_train_Case01,mri1_axial_175_mask1,5
CHB_train_Case01,mri1_axial_176_mask1,5
CHB_train_Case01,mri1_axial_177_mask1,5
CHB_train_Case01,mri1_axial_178_mask1,5
CHB_train_Case01,mri1_axial_179_mask1,5
CHB_train_Case01,mri1_axial_180_mask1,5
CHB_train_Case01,mri1_axial_181_mask1,5
CHB_train_Case01,mri1_axial_182_mask1,5
CHB_train_Case01,mri1_axial_183_mask1,5
CHB_train_Case01,mri1_axial_184_mask1,5
CHB_train_Case01,mri1_axial_185_mask1,5
CHB_train_Case01,mri1_axial_186_mask1,5
CHB_train_Case01,mri1_axial_187_mask1,5
CHB_train_Case01,mri1_axial_188_mask1,5
CHB_train_Case01,mri1_axial_189_mask1,5
CHB_train_Case01,mri1_axial_190_mask1,5
CHB_train_Case01,mri1_axial_191_mask1,5
CHB_train_Case01,mri1_axial_192_mask1,5
CHB_train_Case01,mri1_axial_193_mask1,5
CHB_train_Case01,mri1_axial_194_mask1,5
CHB_train_Case01,mri1_axial_195_mask1,5
CHB_train_Case01,mri1_axial_196_mask1,5
CHB_train_Case01,mri1_axial_197_mask1,5
CHB_train_Case01,mri1_axial_198_mask1,5
CHB_train_Case01,mri1_axial_199_mask1,5
CHB_train_Case01,mri1_axial_200_mask1,5
CHB_train_Case01,mri1_axial_201_mask1,5
